_id,title,noFinesset,capacity,legal_status,IsEHPAD,IsEHPA,IsESLD,IsRA,IsAJA,IsHCOMPL,IsHTEMPO,IsACC_JOUR,IsACC_NUIT,IsHAB_AIDE_SOC,IsCONV_APL,IsALZH,IsUHR,IsPASA,IsPUV,IsF1,IsF1Bis,IsF2,prixMin,coordinates.street,coordinates.postcode,coordinates.deptcode,coordinates.deptname,coordinates.city,coordinates.phone,coordinates.emailContact,coordinates.gestionnaire,coordinates.website,coordinates.latitude,coordinates.longitude,coordinates.region
6886.0,Centre gérontologique de Pompeyrie,470005398,146.0,Public,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,1869.3000000000002,Avenue Robert-Schumann,47000.0,47,LOT-ET-GARONNE,AGEN,05 53 69 70 08,secretariat.direction@ch-agen-nerac.fr,Centre Hospitalier d'Agen,,44.20747,0.63377,Nouvelle-Aquitaine
6867.0,EHAPD les Capucins de Clairac,470002056,60.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1853.4,1 Route de la Plage,47320.0,47,LOT-ET-GARONNE,CLAIRAC,05 53 84 20 06,accueil@residencelescapucins.fr,Maison de Retraite de Clairac,,44.357382,0.376565,Nouvelle-Aquitaine
6938.0,EHPA - Maison d'accueil La Passarella,470013590,25.0,Privé non lucratif,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,,Fourget AU BOURG,47260.0,47,LOT-ET-GARONNE,COULX,05 53 88 27 80,asso.paloma@fede47.admr.org,ADMR,,44.487072,0.449013,Nouvelle-Aquitaine
6908.0,EHPAD 2,470008798,40.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1809.6,Rue Pasteur,47200.0,47,LOT-ET-GARONNE,MARMANDE,05 53 20 30 30,direction.generale@chicmt.fr ,CHIC Marmande - Tonneins,,44.501589,0.160487,Nouvelle-Aquitaine
6921.0,EHPAD Bel Air,470010455,86.0,Public,True,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,2015.4,Route de Fumel,47370.0,47,LOT-ET-GARONNE,TOURNON D AGENAIS,05 53 40 73 22,maison-retraite.tournon@orange.fr,M.R. Bel Air,,44.398042,1.002812,Nouvelle-Aquitaine
6868.0,EHPAD Capuran,470002064,41.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1889.7,Les Promenades,47160.0,47,LOT-ET-GARONNE,DAMAZAN,05 53 79 80 00,mrdamazan@wanadoo.fr,Maison de Retraite Capuran,,44.291416,0.277765,Nouvelle-Aquitaine
6914.0,EHPAD Château de Pardiac,470009267,70.0,Privé commercial,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2085.0,Château Pomyers,47250.0,47,LOT-ET-GARONNE,SAMAZAN,05 53 20 60 20,chateaudepardiac@wanadoo.fr,Chateau de Pardiac - Retraite Sejour,,44.436712,0.11485,Nouvelle-Aquitaine
6916.0,EHPAD Château du Saumont,470009705,25.0,Privé non lucratif,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,,Château du Saumont,47600.0,47,LOT-ET-GARONNE,SAUMONT,05 53 97 12 51,gerontaquitainelechateausaumont@yahoo.fr,Geront'Aquitaine,,44.121328,0.45802,Nouvelle-Aquitaine
6865.0,EHPAD Comarque-Beaumanoir,470002031,101.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,1942.2000000000003,400 lieu dit Cornières,47260.0,47,LOT-ET-GARONNE,CASTELMORON SUR LOT,05 53 84 13 00,accueil@residence-comarque-beaumanoir.fr,Maison de Retraite de Castelmoron,http://www.residence-comarque-beaumanoir.fr,44.4036,0.505487,Nouvelle-Aquitaine
6876.0,EHPAD Eulalie,470002189,81.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1922.7,9 Rue Eulalie Bechade,47260.0,47,LOT-ET-GARONNE,VERTEUIL D AGENAIS,05 53 88 34 00,accueil@ehpadeulalie.fr,Maison de Retraite Eulalie,,44.466156,0.412715,Nouvelle-Aquitaine
6883.0,EHPAD Fleury,470004102,45.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2163.3,Rue Labruyère,47400.0,47,LOT-ET-GARONNE,TONNEINS,05 53 79 13 87,sas.lac.direction47@orange.fr,SAS Résidence du Lac,,44.391392,0.309643,Nouvelle-Aquitaine
6872.0,EHPAD Fondation Soussial,470002114,119.0,Public,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,1644.6,155 Avenue Soussial,47800.0,47,LOT-ET-GARONNE,MIRAMONT DE GUYENNE,05 53 64 88 00,accueil@fondation-soussial.fr,EHPAD Fondation Soussial,,44.599727,0.364824,Nouvelle-Aquitaine
6945.0,EHPAD Fontaine Bazeille,470014275,81.0,Privé commercial,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,2971.5,18 Allée des Fauvettes,47180.0,47,LOT-ET-GARONNE,STE BAZEILLE,05 53 64 86 00,administration.fontaine-bazeille@medica.fr,SARL la Fontaine Bazeille,http://www.korian.fr/maison-retraite/ehpad-korian-fontaine-bazeille-sainte-bazeille-47180/,44.532961,0.098307,Nouvelle-Aquitaine
6852.0,EHPAD Gaston Carrère,470000506,91.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2070.3,Route de Villeneuve BP 3,47440.0,47,LOT-ET-GARONNE,CASSENEUIL,05 53 40 41 42,ehpad@mrcasseneuil.fr,EHPAD Gaston Carrère,,44.44223918101343,0.6241077924096409,Nouvelle-Aquitaine
6903.0,EHPAD Hl de Casteljaloux,470008749,93.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1994.4,14 A rue des Abeilles BP 10,47700.0,47,LOT-ET-GARONNE,CASTELJALOUX,05 53 20 34 50,direction@ch-casteljaloux.fr,Hopital Local de Casteljaloux,,44.312134,0.0794,Nouvelle-Aquitaine
6885.0,EHPAD Jean Destang,470005356,110.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1809.6,82 rue Pasteur,47200.0,47,LOT-ET-GARONNE,MARMANDE,05 53 20 33 00,direction.generale@chicmt.fr ,CHIC Marmande - Tonneins,,44.502213,0.163118,Nouvelle-Aquitaine
6951.0,EHPAD Korian le Hameau,470014515,75.0,Privé commercial,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,2411.7,Lieu dit la Bichette,47360.0,47,LOT-ET-GARONNE,PRAYSSAS,05 53 77 62 11,nicolas.garcia@korian.fr,SARL Cleome,,44.289483,0.50669,Nouvelle-Aquitaine
6871.0,EHPAD L'Orée des Bois,470002106,98.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1908.6000000000001,2 rue Barrau,47170.0,47,LOT-ET-GARONNE,MEZIN,05 53 65 70 36,administratif@ehpad-mezin.fr,Maison de Retraite de Mezin,http://ehpad-mezin.fr,44.057094,0.259202,Nouvelle-Aquitaine
6863.0,EHPAD La Bourdette,470001744,74.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1976.1000000000001,4 chemin la Bourdette,47220.0,47,LOT-ET-GARONNE,ASTAFFORT,05 53 67 05 62,labourdette@ehpad-astaffort.fr,Etablissement Public Autonome,,44.059193,0.655362,Nouvelle-Aquitaine
6918.0,EHPAD La Tour de Pujols,470009747,80.0,Privé commercial,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,2952.8999999999996,1 rue Ernest-Lafont,47300.0,47,LOT-ET-GARONNE,VILLENEUVE SUR LOT,05 53 49 70 00,villeneuve@orpea.net,SA Orpea - Siege Social,,44.402109,0.700318,Nouvelle-Aquitaine
6902.0,EHPAD Le port de Gajac,470008723,154.0,Public,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,1989.0,40 rue du Port-de-Gajac,47300.0,47,LOT-ET-GARONNE,VILLENEUVE SUR LOT,05 53 40 53 40,secretariat.dg@psv47.fr,Pôle de santé du Villeneuvois,,44.408344,0.713361,Nouvelle-Aquitaine
6915.0,EHPAD Les Chênes verts,470009648,64.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2208.3,Avenue du Général de Gaulle,47240.0,47,LOT-ET-GARONNE,CASTELCULIER,05 53 68 54 50,secretariat-chenes-verts@orange.fr,Association Pour le Service Aux Aines,,44.174808,0.691566,Nouvelle-Aquitaine
6913.0,EHPAD Les Deux-Vallées,470009259,57.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2001.2999999999997,Place du Château,47170.0,47,LOT-ET-GARONNE,SOS,05 53 65 65 65,ehpad.sos@orange.fr,Maison de Retraite les 2 Vallees,https://sos-maison-retraite.fr,44.041376,0.138041,Nouvelle-Aquitaine
6937.0,EHPAD Les Magnolias,470013566,85.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,2717.7000000000003,Rue Roland-Goumy,47000.0,47,LOT-ET-GARONNE,AGEN,05 53 69 02 00,magnolias@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-les-magnolias-agen-47,44.195892,0.623852,Nouvelle-Aquitaine
6923.0,EHPAD Les Prés du Moulin Francescas,470010562,78.0,Privé commercial,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2123.7000000000003,Benise BENISE,47600.0,47,LOT-ET-GARONNE,FRANCESCAS,05 53 97 67 00,presdumoulin@gmail.com,SARL les Pres du Moulin,http://www.les-pres-du-moulin.com,44.068885,0.428277,Nouvelle-Aquitaine
6861.0,EHPAD Les Remparts,470001702,89.0,Privé commercial,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,2622.2999999999997,7 Rue André Mazeau,47000.0,47,LOT-ET-GARONNE,AGEN,05 53 68 31 41,remparts-agen@ehpad-sedna.fr,Residence des Remparts S.N.C.,http://www.ehpad-agen.fr/,44.207106,0.622196,Nouvelle-Aquitaine
6920.0,EHPAD Les Terrasses,470009796,71.0,Public,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,1933.1999999999998,8 rue des Amours,47270.0,47,LOT-ET-GARONNE,PUYMIROL,05 53 69 23 00,maison-retraite.puymirol@wanadoo.fr,M.R. de Puymirol,,44.185836,0.795061,Nouvelle-Aquitaine
6906.0,EHPAD Les Tilleuls Établissement de Santé de Penne d'Agenais,470008772,144.0,Public,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,1987.8000000000002,1 Avenue de la Myre Mory,47140.0,47,LOT-ET-GARONNE,PENNE D AGENAIS,05 53 41 54 15,secretariat.dg@hopital-de-penne.com,Hopital Local Penne d' Agenais,http://www.hopital-de-penne.com,44.388229,0.818417,Nouvelle-Aquitaine
6866.0,EHPAD Les marronniers,470002049,80.0,Public,True,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,2030.3999999999999,26 avenue des Pyrenées,47330.0,47,LOT-ET-GARONNE,CASTILLONNES,05 53 36 12 30,mrcasti47@wanadoo.fr,Maison de Retraite Castillonnes,,44.646426,0.592451,Nouvelle-Aquitaine
91477.0,EHPAD Louis IX,470014283,75.0,Privé commercial,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,2274.3,route du Marin,47310.0,47,LOT-ET-GARONNE,LAMONTJOIE,05 53 48 42 87,serge.kozubek@residence-louis-ix.com,Les Jardins du Lot et Garonne,http://www.residence-louis-ix.com,44.07512746292157,0.522108797098276,Nouvelle-Aquitaine
6860.0,EHPAD Ma Maison,470001694,70.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1656.0,102 Avenue Georges Delpech,47000.0,47,LOT-ET-GARONNE,AGEN,05 53 47 08 52,ms.agen@psdp.fr,Petites Soeurs des Pauvres,,44.2141,0.60575,Nouvelle-Aquitaine
6949.0,EHPAD Maison Saint-Martin,470014333,75.0,Privé commercial,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,2532.3,2 rue Docteur-Cassius,47390.0,47,LOT-ET-GARONNE,LAYRAC,05 53 48 40 00,nadine.rigal@korian.fr,SAS Clinidom,,44.136714,0.65893,Nouvelle-Aquitaine
6870.0,EHPAD Mas d'Agenais,470002080,61.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1879.2,Venteuilh,47430.0,47,LOT-ET-GARONNE,LE MAS D AGENAIS,05 53 89 57 57,accueil@mr-masagenais.fr,M.R. du Mas d'Agenais,,44.40871,0.214972,Nouvelle-Aquitaine
6869.0,EHPAD Mère Adélaïde d'Imbert,470002072,52.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2045.1000000000001,Le Bourg,47230.0,47,LOT-ET-GARONNE,FEUGAROLLES,05 53 95 21 39,m.ret.feugarolles@wanadoo.fr,Maison de Retraite Feugarolles,,44.222701,0.343011,Nouvelle-Aquitaine
6877.0,EHPAD Pierre Grenier de Cardenal,470002197,90.0,Public,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,1729.2,Route de Villeréal,47210.0,47,LOT-ET-GARONNE,DEVILLAC,05 53 36 02 62,ehpadvillereal@orange.fr,EHPAD DE VILLEREAL,,44.605919,0.823094,Nouvelle-Aquitaine
6873.0,EHPAD René Andrieu,470002130,82.0,Public,True,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,1937.3999999999999,21 Avenue Mondesir,47150.0,47,LOT-ET-GARONNE,MONFLANQUIN,05 53 36 45 84,administration@ehpad-monflanquin.fr,Maison de Retraite Monflanquin,http://reneandrieu47.titanwebentourage.fr,44.531881,0.754996,Nouvelle-Aquitaine
6940.0,EHPAD Résidence Bellevue,470014143,90.0,Privé commercial,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,2231.3999999999996,9 rue Bellevue,47120.0,47,LOT-ET-GARONNE,DURAS,05 53 94 05 05,referent-administratif.bellevue@medica.fr,Residence Bellevue,http://www.korian.fr/maison-retraite/ehpad-korian-bellevue-duras-47120/,44.676486,0.187786,Nouvelle-Aquitaine
6919.0,EHPAD Résidence Retraite du Château Nérac,470009754,85.0,Privé commercial,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,2596.2000000000003,Avenue de Lattre de Tassigny,47600.0,47,LOT-ET-GARONNE,NERAC,05 53 97 72 00,residence.lechateau@groupe-mieuxvivre.fr,SA Orpea - Siege Social,http://www.groupe-mieuxvivre.fr/310-nos-etablissements/residence-du-chateau-13.html,44.134583,0.344151,Nouvelle-Aquitaine
6882.0,EHPAD Résidence de Raymond,470004094,72.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,2344.5,36 cours Washington,47000.0,47,LOT-ET-GARONNE,AGEN,05 53 47 02 98,residencederaymond@fondationpartageetvie.org,Fondation Partage et Vie ,,44.20223,0.619528,Nouvelle-Aquitaine
6917.0,EHPAD Résidence du Lac,470009739,55.0,Privé commercial,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2455.8,La Bartère,47700.0,47,LOT-ET-GARONNE,CASTELJALOUX,05 53 20 00 50,direction@ehpad-47.com,SAS Residence du Lac,,44.31189,0.086936,Nouvelle-Aquitaine
6911.0,EHPAD Saint-Exupery,470009028,98.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2620.2000000000003,2 Esplanade Terrasse du Chateau,47200.0,47,LOT-ET-GARONNE,MARMANDE,05 53 20 81 00,exupery-marmande@domusvi.com,EURL Themis Marmande,http://www.residencestexupery.com/,44.498152,0.162184,Nouvelle-Aquitaine
6875.0,EHPAD Saint-Martin et Gaston Carrère,470002155,82.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2093.4,Rue Moulin Dulot Saint-Martin,47110.0,47,LOT-ET-GARONNE,STE LIVRADE SUR LOT,05 53 01 01 12,accueil@mrstelivrade.fr,M.R. de Ste Livrade/Lot,,44.401394,0.590565,Nouvelle-Aquitaine
6874.0,EHPAD Sainte-Catherine,470002148,67.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1841.1000000000001,22 avenue Barbusse,47130.0,47,LOT-ET-GARONNE,PORT STE MARIE,05 53 87 21 24,ehpadportstemarie@fr.oleane.com,M.R. Port Ste Marie,,44.251423,0.389159,Nouvelle-Aquitaine
6888.0,EHPAD Soleil d'Automne,470005448,50.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,2151.0,Avenue Blanche Peyron ESCOUTET,47400.0,47,LOT-ET-GARONNE,TONNEINS,05 53 88 32 00,sautomne@armeedusalut.fr,Fondation de l'Armée du Salut,http://www.armeedusalut.fr,44.40125,0.308719,Nouvelle-Aquitaine
6936.0,EHPAD Tiers temps,470013285,76.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2664.9,2 avenue du Général-de-Gaulle,47000.0,47,LOT-ET-GARONNE,AGEN,05 56 48 45 45,tt-agen@domusvi.com,Tiers Temps Agen,http://www.tierstempsagen.com/,44.2024324,0.6123681000000261,Nouvelle-Aquitaine
6864.0,EHPAD Villa de l'Ermitage,470001819,65.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,2279.7000000000003,52 boulevard Dumon,47000.0,47,LOT-ET-GARONNE,AGEN,05 53 95 44 70,villadelermitage@logea.asso.fr,Association Logea,https://www.logea.asso.fr/nos-residences/villa-de-lermitage-agen/,44.207661,0.621914,Nouvelle-Aquitaine
6853.0,EHPAD d'Aiguillon,470000514,126.0,Public,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,1794.0,Allée Charles-de-Gaulle BP 67,47190.0,47,LOT-ET-GARONNE,AIGUILLON,05 53 84 14 00,ehpadaiguillon@fr.oleane.com,Maison de Retraite d'Aiguillon,,44.300586,0.337253,Nouvelle-Aquitaine
6884.0,EHPAD de Beurre Villeneuve,470004110,36.0,Privé commercial,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2118.0,Rue René Chabrie,47300.0,47,LOT-ET-GARONNE,VILLENEUVE SUR LOT,05 53 70 40 63,rce.beurre@orange.fr,SAS Residence du Lac,,44.409111,0.715635,Nouvelle-Aquitaine
6878.0,EHPAD des Côteaux,470002239,66.0,Public,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1877.1,2 impasse des Cèdres,47290.0,47,LOT-ET-GARONNE,CANCON,05 53 40 48 40,secretariat@ehpadcancon.fr,EHPAD des Côteaux,,44.53313,0.626269,Nouvelle-Aquitaine
6904.0,EHPAD du Centre hospitalier de Fumel,470008756,98.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1891.2,11 avenue Léon-Blum CS 80009,47500.0,47,LOT-ET-GARONNE,FUMEL,05 53 40 54 00,hopital.fumel@hopital-fumel.fr,Centre Hospitalier de Fumel,,44.497398,0.963618,Nouvelle-Aquitaine
6900.0,EHPAD du Centre hospitalier de Nérac,470008699,185.0,Public,True,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,1860.3,80 Allées d'Albret,47600.0,47,LOT-ET-GARONNE,NERAC,05 53 97 61 00,secretariat.direction@ch-agen-nerac.fr,Centre Hospitalier de Nerac,,44.135947,0.336615,Nouvelle-Aquitaine
6901.0,EHPAD.,470008715,45.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1809.6,35 boulevard Fançois-Mitterand,47400.0,47,LOT-ET-GARONNE,TONNEINS,05 53 20 33 66,direction.generale@chicmt.fr ,CHIC Marmande - Tonneins,,44.389695,0.310407,Nouvelle-Aquitaine
19117.0,Foyer-Logement Croix Daniel,470005463,32.0,Public,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,,Cité Croix Daniel,47370.0,47,LOT-ET-GARONNE,TOURNON D AGENAIS,05 53 40 73 90,tournon.mairie@wanadoo.fr,Residence Foyer Tournon Agenais,http://www.lesmaisonsderetraite.fr,44.403143,0.999012,Nouvelle-Aquitaine
19115.0,Foyer-Logement Les Tilleuls,470005455,43.0,Public,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,,11 place Du 11 Novembre 1918,47400.0,47,LOT-ET-GARONNE,TONNEINS,05 53 84 51 43,ccas.tonneins@orange.fr,CCAS - Tonneins,,44.391047,0.307555,Nouvelle-Aquitaine
19119.0,Foyer-Logement Résidence Labeyrie,470008103,32.0,Public,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,380.0,Rue de Labeyrie,47180.0,47,LOT-ET-GARONNE,MEILHAN SUR GARONNE,05 53 94 31 74,communedemeilhan.47@wanadoo.fr,CCAS de Meilhan/Garonne,,44.521469,0.028159,Nouvelle-Aquitaine
19105.0,Foyer-Logement de Burges,470004144,72.0,Public,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,,20 impasse Théophile de Viau,47520.0,47,LOT-ET-GARONNE,LE PASSAGE,05 53 77 40 88,,Centre Communal Action Sociale,http://www.ville-lepassage.fr,44.181178,0.602768,Nouvelle-Aquitaine
19125.0,MARPA Gilbert Cassagne,470013194,20.0,Public,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,1045.23,Rue des colchiques,47550.0,47,LOT-ET-GARONNE,BOE,05 53 48 23 86,melanie.aygaleng@ville-boe.fr,CCAS de Boe,http://www.lesmaisonsderetraite.fr/logements-foyers/47-lot-et-garonne-47550-boe-marpa-gilbert-cassagne-4792.htm,44.186381,0.660313,Nouvelle-Aquitaine
19101.0,MARPA La Bégatte,470002932,22.0,Public,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,1213.0,19 Rue Jean Orieux,47120.0,47,LOT-ET-GARONNE,DURAS,05 53 83 35 05,marpa847@orange.fr,CCAS de Duras,http://www.marpa.fr/le-concept-marpa/,44.678646,0.187471,Nouvelle-Aquitaine
19129.0,MARPA Les mûriers,470013863,23.0,Public,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,1137.79,Rue des pinsons,47480.0,47,LOT-ET-GARONNE,PONT DU CASSE,05 53 66 45 01,marpa.pont-du-casse@wanadoo.fr,CCAS de Pont du Casse,,44.231688,0.677952,Nouvelle-Aquitaine
19131.0,MARPA Les tilleuls,470013897,19.0,Public,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,,Rue des bains,47230.0,47,LOT-ET-GARONNE,LAVARDAC,05 53 97 41 75,marpadelavardac@orange.fr,CCAS de Lavardac,,44.176374,0.2959356,Nouvelle-Aquitaine
19133.0,MARPA Résidence Le Canalet,470014440,20.0,Privé non lucratif,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,,Avenue Justin-Maurice,47520.0,47,LOT-ET-GARONNE,LE PASSAGE,05 53 98 88 00,lecanalet@mutualite47.fr,Mutualite Francaise de Lot-Et-Garonne,,44.198221,0.603474,Nouvelle-Aquitaine
19123.0,MARPA Résidence du Clocher,470013160,20.0,Public,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,954.95,9 Rue des Lilas,47310.0,47,LOT-ET-GARONNE,SERIGNAC SUR GARONNE,05 53 77 08 70,marpa.serignac47@wanadoo.fr,CCAS de Serignac-Sur-Garonne,http://www.marpa.fr,44.214439,0.482688,Nouvelle-Aquitaine
19121.0,MARPA de Sainte Bazeille,470013087,20.0,Public,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,,Rue Clément-Nourisson,47180.0,47,LOT-ET-GARONNE,STE BAZEILLE,05 53 94 55 61,contact@ccas-saintebazeille.fr,CCAS de Ste Bazeille,http://www.marpa.fr/annuaires/,44.529509,0.093954,Nouvelle-Aquitaine
19127.0,MARPA des Vergers,470013830,20.0,Public,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,1021.8,1 résidence Mezard,47360.0,47,LOT-ET-GARONNE,PRAYSSAS,05 53 87 72 05,marpadesvergers.responsable@orange.fr,Centre Intercommunal d'Action Sociale,http://www.marpa.fr/annuaires/,44.287959,0.508499,Nouvelle-Aquitaine
6943.0,Maison d'accueil le Lotus Bleu,470014200,25.0,Privé non lucratif,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,,Place des Templiers,47110.0,47,LOT-ET-GARONNE,LE TEMPLE SUR LOT,05 53 01 29 43,ehpadlelotusbleu@orange.fr,ADMR,,44.37961,0.524603,Nouvelle-Aquitaine
91446.0,Maison d'accueil temporaire Seyches,470015959,27.0,Privé non lucratif,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,,Rue Frederic Mistral,47350.0,47,LOT-ET-GARONNE,SEYCHES,05 53 88 86 56,mat@unaguyenne47.fr,UNA Guyenne 47,,44.548079,0.30235,Nouvelle-Aquitaine
6939.0,Maison d'accueil temporaire les Hirondelles,470014119,25.0,Privé non lucratif,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,,12 chemin de Peyrelong,47310.0,47,LOT-ET-GARONNE,ESTILLAC,05 53 68 01 06,estillac.hirondelles@orange.fr,Association ADMR Maison Accueil Temp. Hirond.,http://www.acceuil-temporaire-leshirondelles.fr,44.166202,0.578309,Nouvelle-Aquitaine
19107.0,Résidence Le Foulon,470004151,16.0,Privé non lucratif,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,Rue du Foulon,47500.0,47,LOT-ET-GARONNE,MONSEMPRON LIBOS,05 35 55 96 13,,CILIOHPAJ - Avenir et Joie,,44.485335,0.943484,Nouvelle-Aquitaine
19111.0,Résidence Les Charmilles,470005422,29.0,Public,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,398.0,Avenue Joliot Curie,47800.0,47,LOT-ET-GARONNE,MIRAMONT DE GUYENNE,05 53 93 45 50,ccas@miramontdeguyenne.fr,CCAS de Miramont de Guyenne,http://www.ville-miramontdeguyenne.fr,44.600997,0.363562,Nouvelle-Aquitaine
19135.0,Résidence Les Michelettes,470015249,24.0,Public,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,414.1,2 Rue Barrau,47170.0,47,LOT-ET-GARONNE,MEZIN,05 53 65 70 36,administratif@ehpad-mezin.fr,Maison de Retraite de Mezin,,44.057333,0.259051,Nouvelle-Aquitaine
91419.0,Résidence Montlabour,470015876,20.0,Public,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,Allée des Fleurs,47210.0,47,LOT-ET-GARONNE,VILLEREAL,05 53 36 02 62,administration@ehpad-villereal.fr,Maison de retraite Villereal,,44.63911,0.742322,Nouvelle-Aquitaine
19113.0,Résidence autonomie Bellevue,470005430,36.0,Public,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,350.0,,47380.0,47,LOT-ET-GARONNE,MONCLAR,05 53 41 80 69,residencebellevue.monclar47@orange.fr,Résidence autonomie Bellevue,,44.444072,0.524274,Nouvelle-Aquitaine
19103.0,Résidence la salève,470004136,112.0,Public,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,410.0,73 Rue Jean Laffore,47000.0,47,LOT-ET-GARONNE,AGEN,05 53 77 98 98,philippe.sofys@agglo-agen.fr,CCAS d'Agen,http://www.agen.fr/seniors,44.207797,0.636789,Nouvelle-Aquitaine
